celebrity_name,ballroom_partner,season,placement,results,week,total_score,n_judges,max_score,normalized,pct
Gilles Marini,Peta Murgatroyd,15,6,Eliminated Week 8,8,29.2777,3,30,0.9759,97.59
Kirstie Alley,Maksim Chmerkoskiy,15,7,Eliminated Week 8,8,25.5,3,30,0.85,85.0
Kelly Monaco,Valentin Chmerkovskiy,15,3,3rd Place,8,28.3333,3,30,0.9444,94.44
Apolo Anton Ohno,Karina Smirnoff,15,5,Eliminated Week 9,8,29.2777,3,30,0.9759,97.59
Emmitt Smith,Cheryl Burke,15,4,Eliminated Week 9,8,29.0554,3,30,0.9685,96.85
Shawn Johnson,Derek Hough,15,2,2nd Place,8,27.8333,3,30,0.9278,92.78
Melissa Rycroft,Tony Dovolani,15,1,1st Place,8,30.0,3,30,1.0,100.0
Ingo Rademacher,Kym Johnson,16,5,Eliminated Week 9,8,24.0,3,30,0.8,80.0
Zendaya,Valentin Chmerkovskiy,16,2,2nd Place,8,29.0,3,30,0.9667,96.67
Alexandra Raisman,Mark Ballas,16,4,Eliminated Week 10,8,28.0,3,30,0.9333,93.33
Jacoby Jones,Karina Smirnoff,16,3,3rd Place,8,26.0,3,30,0.8667,86.67
Kellie Pickler,Derek Hough,16,1,1st Place,8,27.5,3,30,0.9167,91.67
Sean Lowe,Peta Murgatroyd,16,6,Eliminated Week 8,8,21.0,3,30,0.7,70.0
Brant Daugherty,Peta Murgatroyd,17,7,Eliminated Week 8,8,27.0,3,30,0.9,90.0
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,6,Eliminated Week 9,8,25.0,3,30,0.8333,83.33
Leah Remini,Tony Dovolani,17,5,Eliminated Week 10,8,28.0,3,30,0.9333,93.33
Corbin Bleu,Karina Smirnoff,17,2,2nd Place,8,30.0,3,30,1.0,100.0
Amber Riley,Derek Hough,17,1,1st Place,8,28.0,3,30,0.9333,93.33
Bill Engvall,Emma Slater,17,4,Eliminated Week 11,8,24.0,3,30,0.8,80.0
Jack Osbourne,Cheryl Burke,17,3,3rd Place,8,30.0,3,30,1.0,100.0
Danica McKellar,Valentin Chmerkovskiy,18,6,Eliminated Week 8,8,38.0,4,40,0.95,95.0
James Maslow,Peta Murgatroyd,18,4,Eliminated Week 10,8,36.0,4,40,0.9,90.0
Candace Cameron Bure,Mark Ballas,18,3,3rd Place,8,36.0,4,40,0.9,90.0
Charlie White,Sharna Burgess,18,5,Eliminated Week 9,8,40.0,4,40,1.0,100.0
Amy Purdy,Derek Hough,18,2,2nd Place,8,40.0,4,40,1.0,100.0
Meryl Davis,Maksim Chmerkoskiy,18,1,1st Place,8,36.0,4,40,0.9,90.0
Lea Thompson,Artem Chigvintsev,19,6,Eliminated Week 9,8,32.0,4,40,0.8,80.0
Janel Parrish,Valentin Chmerkovskiy,19,3,3rd Place,8,43.0,4,40,1.075,107.5
Alfonso Ribeiro,Witney Carson,19,1,1st Place,8,41.0,4,40,1.025,102.5
Tommy Chong,Peta Murgatroyd,19,5,Eliminated Week 10,8,29.0,4,40,0.725,72.5
Michael Waltrip,Emma Slater,19,7,Eliminated Week 8,8,25.0,4,40,0.625,62.5
Bethany Mota,Derek Hough,19,4,Eliminated Week 11,8,40.0,4,40,1.0,100.0
Sadie Robertson,Mark Ballas,19,2,2nd Place,8,38.0,4,40,0.95,95.0
Riker Lynch,Allison Holker,20,2,2nd Place,8,39.0,4,40,0.975,97.5
Rumer Willis,Valentin Chmerkovskiy,20,1,1st Place,8,40.0,4,40,1.0,100.0
Nastia Liukin,Derek Hough,20,4,Eliminated Week 9,8,38.0,4,40,0.95,95.0
Robert Herjavec,Kym Johnson,20,6,Eliminated Week 8,8,31.0,4,40,0.775,77.5
Noah Galloway,Sharna Burgess,20,3,3rd Place,8,31.5,4,40,0.7875,78.75
Chris Soules,Witney Carson,20,5,Eliminated Week 8,8,32.0,4,40,0.8,80.0
Alexa PenaVega,Mark Ballas,21,6,Eliminated Week 9,8,26.9998,3,30,0.9,90.0
Carlos PenaVega,Witney Carson,21,4,Eliminated Week 11,8,28.9998,3,30,0.9667,96.67
Alek Skarlatos,Lindsay Arnold,21,3,3rd Place,8,25.0,3,30,0.8333,83.33
Andy Grammer,Allison Holker,21,7,Eliminated Week 8,8,23.9998,3,30,0.8,80.0
Tamar Braxton,Valentin Chmerkovskiy,21,5,Withdrew,8,28.0,3,30,0.9333,93.33
Nick Carter,Sharna Burgess,21,2,2nd Place,8,33.0,3,30,1.1,110.0
Bindi Irwin,Derek Hough,21,1,1st Place,8,28.0,3,30,0.9333,93.33
Jodie Sweetin,Keo Motsepe,22,6,Eliminated Week 8,8,30.0,3,30,1.0,100.0
Antonio Brown,Sharna Burgess,22,5,Eliminated Week 9,8,27.0,3,30,0.9,90.0
Paige VanZant,Mark Ballas,22,2,2nd Place,8,28.0,3,30,0.9333,93.33
Nyle DiMarco,Peta Murgatroyd,22,1,1st Place,8,29.0,3,30,0.9667,96.67
Ginger Zee,Valentin Chmerkovskiy,22,3,3rd Place,8,30.0,3,30,1.0,100.0
Wanya Morris,Lindsay Arnold,22,4,Eliminated Week 9,8,25.0,3,30,0.8333,83.33
Marilu Henner,Derek Hough,23,6,Eliminated Week 9,8,23.0,3,30,0.7667,76.67
Ryan Lochte,Cheryl Burke,23,7,Eliminated Week 8,8,26.0,3,30,0.8667,86.67
Calvin Johnson Jr.,Lindsay Arnold,23,3,3rd Place,8,30.0,3,30,1.0,100.0
Laurie Hernandez,Valentin Chmerkovskiy,23,1,1st Place,8,33.0,3,30,1.1,110.0
James Hinchcliffe,Sharna Burgess,23,2,2nd Place,8,34.9998,3,30,1.1667,116.67
Jana Kramer,Gleb Savchenko,23,4,Eliminated Week 11,8,30.0,3,30,1.0,100.0
Terra Jole,Sasha Farber,23,5,Eliminated Week 10,8,24.0,3,30,0.8,80.0
Bonner Bolton,Sharna Burgess,24,5,Eliminated Week 8,8,29.0,4,40,0.725,72.5
Simone Biles,Sasha Farber,24,4,Eliminated Week 9,8,36.0,4,40,0.9,90.0
David Ross,Lindsay Arnold,24,2,2nd Place,8,32.5,4,40,0.8125,81.25
Rashad Jennings,Emma Slater,24,1,1st Place,8,37.5,4,40,0.9375,93.75
Normani,Valentin Chmerkovskiy,24,3,3rd Place,8,39.5,4,40,0.9875,98.75
Frankie Muniz,Witney Carson,25,3,3rd Place,8,26.5,3,30,0.8833,88.33
Jordan Fisher,Lindsay Arnold,25,1,1st Place,8,30.0,3,30,1.0,100.0
Terrell Owens,Cheryl Burke,25,6,Eliminated Week 8,8,25.5,3,30,0.85,85.0
Victoria Arlen,Valentin Chmerkovskiy,25,5,Eliminated Week 9,8,24.0,3,30,0.8,80.0
Lindsey Stirling,Mark Ballas,25,2,2nd Place,8,27.0,3,30,0.9,90.0
Drew Scott,Emma Slater,25,4,Eliminated Week 10,8,23.5,3,30,0.7833,78.33
Juan Pablo Di Pace,Cheryl Burke,27,5,Eliminated Week 8,8,30.0,3,30,1.0,100.0
Evanna Lynch,Keo Motsepe,27,3,3rd Place,8,29.0,3,30,0.9667,96.67
Milo Manheim,Witney Carson,27,2,2nd Place,8,27.5,3,30,0.9167,91.67
Bobby Bones,Sharna Burgess,27,1,1st Place,8,22.5,3,30,0.75,75.0
Alexis Ren,Alan Bersten,27,4,4th Place,8,29.0,3,30,0.9667,96.67
Joe Amabile,Jenna Johnson,27,6,Eliminated Week 8,8,23.0,3,30,0.7667,76.67
Kate Flannery,Pasha Pashkov,28,7,Eliminated Week 8,8,25.9998,3,30,0.8667,86.67
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,8,31.9998,3,30,1.0667,106.67
Kel Mitchell,Witney Carson,28,2,2nd Place,8,29.9998,3,30,1.0,100.0
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,8,20.0,3,30,0.6667,66.67
Lauren Alaina,Gleb Savchenko,28,4,4th Place,8,24.0,3,30,0.8,80.0
Ally Brooke,Sasha Farber,28,3,3rd Place,8,30.0,3,30,1.0,100.0
Hannah Brown,Alan Bersten,28,1,1st Place,8,30.9998,3,30,1.0333,103.33
Chrishell Stause,Gleb Savchenko,29,8,Eliminated Week 8,8,27.0,3,30,0.9,90.0
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,8,26.9998,3,30,0.9,90.0
Justina Machado,Sasha Farber,29,4,4th Place,8,28.9998,3,30,0.9667,96.67
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,8,30.0,3,30,1.0,100.0
Nev Schulman,Jenna Johnson,29,2,2nd Place,8,30.0,3,30,1.0,100.0
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,8,27.0,3,30,0.9,90.0
Nelly,Daniella Karagach,29,3,3rd Place,8,24.0,3,30,0.8,80.0
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,8,28.0,3,30,0.9333,93.33
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,8,42.0,4,40,1.05,105.0
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,8,42.0,4,40,1.05,105.0
Iman Shumpert,Daniella Karagach,30,1,1st Place,8,35.0,4,40,0.875,87.5
Cody Rigsby,Cheryl Burke,30,3,3rd Place,8,38.0,4,40,0.95,95.0
Jimmie Allen,Emma Slater,30,7,Eliminated Week 8,8,32.0,4,40,0.8,80.0
Olivia Jade,Valentin Chmerkovskiy,30,8,Eliminated Week 8,8,36.0,4,40,0.9,90.0
JoJo Siwa,Jenna Johnson,30,2,2nd Place,8,41.0,4,40,1.025,102.5
Amanda Kloots,Alan Bersten,30,4,4th Place,8,42.0,4,40,1.05,105.0
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,8,39.0,4,40,0.975,97.5
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,8,39.0,4,40,0.975,97.5
Wayne Brady,Witney Carson,31,3,3rd Place,8,45.0,4,40,1.125,112.5
Heidi D'Amelio,Artem Chigvintsev,31,8,Eliminated Week 8,8,35.0,4,40,0.875,87.5
Charli D'Amelio,Mark Ballas,31,1,1st Place,8,45.0,4,40,1.125,112.5
Vinny Guadagnino,Koko Iwasaki,31,7,Eliminated Week 8,8,29.0,4,40,0.725,72.5
Shangela,Gleb Savchenko,31,4,4th Place,8,42.0,4,40,1.05,105.0
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,8,40.0,4,40,1.0,100.0
Barry Williams,Peta Murgatroyd,32,7,Eliminated Week 8,8,35.0,4,40,0.875,87.5
Alyson Hannigan,Sasha Farber,32,5,5th Place,8,36.0,4,40,0.9,90.0
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,8,40.0,4,40,1.0,100.0
Jason Mraz,Daniella Karagach,32,2,2nd Place,8,33.0,4,40,0.825,82.5
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,8,28.0,4,40,0.7,70.0
Charity Lawson,Artem Chigvintsev,32,4,4th Place,8,39.0,4,40,0.975,97.5
Ariana Madix,Pasha Pashkov,32,3,3rd Place,8,42.0,4,40,1.05,105.0
Chandler Kinney,Brandon Armstrong,33,3,3rd Place,8,29.0,3,30,0.9667,96.67
Danny Amendola,Witney Carson,33,5,5th Place,8,27.0,3,30,0.9,90.0
Stephen Nedoroscik,Rylee Arnold,33,4,4th Place,8,26.5,3,30,0.8833,88.33
Ilona Maher,Alan Bersten,33,2,2nd Place,8,28.5,3,30,0.95,95.0
Joey Graziadei,Jenna Johnson,33,1,1st Place,8,29.0,3,30,0.9667,96.67
Danielle Fishel,Pasha Pashkov,34,8,Eliminated Week 8,8,37.0,4,40,0.925,92.5
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,5th Place,8,37.5,4,40,0.9375,93.75
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,3rd Place,8,39.0,4,40,0.975,97.5
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,Eliminated Week 9,8,34.0,4,40,0.85,85.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,1st Place,8,38.0,4,40,0.95,95.0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,2nd Place,8,38.5,4,40,0.9625,96.25
Whitney Leavitt,Mark Ballas,34,6,Eliminated Week 10,8,39.5,4,40,0.9875,98.75
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,4th Place,8,38.0,4,40,0.95,95.0
Joey Lawrence,Edyta Sliwinska,3,3,3rd Place,9,29.5,3,30,0.9833,98.33
Mario Lopez,Karina Smirnoff,3,2,2nd Place,9,29.5,3,30,0.9833,98.33
Emmitt Smith,Cheryl Burke,3,1,1st Place,9,29.5,3,30,0.9833,98.33
Ian Ziering,Cheryl Burke,4,4,Eliminated Week 9,9,29.0,3,30,0.9667,96.67
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,9,30.0,3,30,1.0,100.0
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,9,29.5,3,30,0.9833,98.33
Joey Fatone,Kym Johnson,4,2,2nd Place,9,30.0,3,30,1.0,100.0
Jennie Garth,Derek Hough,5,4,Eliminated Week 9,9,29.0,3,30,0.9667,96.67
Helio Castroneves,Julianne Hough,5,1,1st Place,9,30.0,3,30,1.0,100.0
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,9,30.0,3,30,1.0,100.0
Marie Osmond,Jonathan Roberts,5,3,3rd Place,9,28.0,3,30,0.9333,93.33
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,9,28.0,3,30,0.9333,93.33
Marissa Jaret Winokur,Tony Dovolani,6,4,Eliminated Week 9,9,26.0,3,30,0.8667,86.67
Jason Taylor,Edyta Sliwinska,6,2,2nd Place,9,27.5,3,30,0.9167,91.67
Kristi Yamaguchi,Mark Ballas,6,1,1st Place,9,28.5,3,30,0.95,95.0
Cody Linley,Julianne Hough,7,4,Eliminated Week 9,9,23.0,3,30,0.7667,76.67
Warren Sapp,Kym Johnson,7,2,2nd Place,9,24.5,3,30,0.8167,81.67
Lance Bass,Lacey Schwimmer,7,3,3rd Place,9,28.5,3,30,0.95,95.0
Brooke Burke,Derek Hough,7,1,1st Place,9,24.5,3,30,0.8167,81.67
Gilles Marini,Cheryl Burke,8,2,2nd Place,9,28.0,3,30,0.9333,93.33
Ty Murray,Chelsie Hightower,8,4,Eliminated Week 10,9,23.0,3,30,0.7667,76.67
Shawn Johnson,Mark Ballas,8,1,1st Place,9,28.0,3,30,0.9333,93.33
Lil' Kim,Derek Hough,8,5,Eliminated Week 9,9,26.0,3,30,0.8667,86.67
Melissa Rycroft,Tony Dovolani,8,3,3rd Place,9,28.5,3,30,0.95,95.0
Joanna Krupa,Derek Hough,9,4,Eliminated Week 9,9,27.0,3,30,0.9,90.0
Mya,Dmitry Chaplin,9,2,2nd Place,9,28.9999,3,30,0.9667,96.67
Donny Osmond,Kym Johnson,9,1,1st Place,9,24.666600000000003,3,30,0.8222,82.22
Kelly Osbourne,Louis van Amstel,9,3,3rd Place,9,25.9998,3,30,0.8667,86.67
Chad Ochocinco,Cheryl Burke,10,4,Eliminated Week 9,9,26.0,3,30,0.8667,86.67
Evan Lysacek,Anna Trebunskaya,10,2,2nd Place,9,29.5,3,30,0.9833,98.33
Nicole Scherzinger,Derek Hough,10,1,1st Place,9,29.5,3,30,0.9833,98.33
Erin Andrews,Maksim Chmerkoskiy,10,3,3rd Place,9,28.0,3,30,0.9333,93.33
Kyle Massey,Lacey Schwimmer,11,2,2nd Place,9,29.0,3,30,0.9667,96.67
Jennifer Grey,Derek Hough,11,1,1st Place,9,30.0,3,30,1.0,100.0
Brandy,Maksim Chmerkoskiy,11,4,Eliminated Week 9,9,28.5,3,30,0.95,95.0
Bristol Palin,Mark Ballas,11,3,3rd Place,9,26.5,3,30,0.8833,88.33
Ralph Macchio,Karina Smirnoff,12,4,Eliminated Week 9,9,24.0,3,30,0.8,80.0
Chelsea Kane,Mark Ballas,12,3,3rd Place,9,36.5,3,30,1.2167,121.67
Kirstie Alley,Maksim Chmerkoskiy,12,2,2nd Place,9,27.0,3,30,0.9,90.0
Hines Ward,Kym Johnson,12,1,1st Place,9,30.0,3,30,1.0,100.0
Ricki Lake,Derek Hough,13,3,3rd Place,9,33.4999,3,30,1.1167,111.67
J.R. Martinez,Karina Smirnoff,13,1,1st Place,9,28.0,3,30,0.9333,93.33
Hope Solo,Maksim Chmerkoskiy,13,4,Eliminated Week 9,9,24.4998,3,30,0.8167,81.67
Rob Kardashian,Cheryl Burke,13,2,2nd Place,9,32.4998,3,30,1.0833,108.33
William Levy,Cheryl Burke,14,3,3rd Place,9,29.0,3,30,0.9667,96.67
Donald Driver,Peta Murgatroyd,14,1,1st Place,9,28.5,3,30,0.95,95.0
Katherine Jenkins,Mark Ballas,14,2,2nd Place,9,28.0,3,30,0.9333,93.33
Maria Menounos,Derek Hough,14,4,Eliminated Week 9,9,29.5,3,30,0.9833,98.33
Kelly Monaco,Valentin Chmerkovskiy,15,3,3rd Place,9,27.110999999999997,3,30,0.9037,90.37
Apolo Anton Ohno,Karina Smirnoff,15,5,Eliminated Week 9,9,28.611,3,30,0.9537,95.37
Emmitt Smith,Cheryl Burke,15,4,Eliminated Week 9,9,27.0,3,30,0.9,90.0
Shawn Johnson,Derek Hough,15,2,2nd Place,9,29.5,3,30,0.9833,98.33
Melissa Rycroft,Tony Dovolani,15,1,1st Place,9,28.7777,3,30,0.9593,95.93
Ingo Rademacher,Kym Johnson,16,5,Eliminated Week 9,9,25.5,3,30,0.85,85.0
Zendaya,Valentin Chmerkovskiy,16,2,2nd Place,9,27.5,3,30,0.9167,91.67
Alexandra Raisman,Mark Ballas,16,4,Eliminated Week 10,9,29.5,3,30,0.9833,98.33
Jacoby Jones,Karina Smirnoff,16,3,3rd Place,9,29.5,3,30,0.9833,98.33
Kellie Pickler,Derek Hough,16,1,1st Place,9,29.0,3,30,0.9667,96.67
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,17,6,Eliminated Week 9,9,28.0,3,30,0.9333,93.33
Leah Remini,Tony Dovolani,17,5,Eliminated Week 10,9,27.0,3,30,0.9,90.0
Corbin Bleu,Karina Smirnoff,17,2,2nd Place,9,29.0,3,30,0.9667,96.67
Amber Riley,Derek Hough,17,1,1st Place,9,25.5,3,30,0.85,85.0
Bill Engvall,Emma Slater,17,4,Eliminated Week 11,9,21.0,3,30,0.7,70.0
Jack Osbourne,Cheryl Burke,17,3,3rd Place,9,27.0,3,30,0.9,90.0
James Maslow,Peta Murgatroyd,18,4,Eliminated Week 10,9,38.0,4,40,0.95,95.0
Candace Cameron Bure,Mark Ballas,18,3,3rd Place,9,36.0,4,40,0.9,90.0
Charlie White,Sharna Burgess,18,5,Eliminated Week 9,9,38.0,4,40,0.95,95.0
Amy Purdy,Derek Hough,18,2,2nd Place,9,39.0,4,40,0.975,97.5
Meryl Davis,Maksim Chmerkoskiy,18,1,1st Place,9,40.0,4,40,1.0,100.0
Lea Thompson,Artem Chigvintsev,19,6,Eliminated Week 9,9,35.0,4,40,0.875,87.5
Janel Parrish,Valentin Chmerkovskiy,19,3,3rd Place,9,38.5,4,40,0.9625,96.25
Alfonso Ribeiro,Witney Carson,19,1,1st Place,9,38.5,4,40,0.9625,96.25
Tommy Chong,Peta Murgatroyd,19,5,Eliminated Week 10,9,28.5,4,40,0.7125,71.25
Bethany Mota,Derek Hough,19,4,Eliminated Week 11,9,37.0,4,40,0.925,92.5
Sadie Robertson,Mark Ballas,19,2,2nd Place,9,36.5,4,40,0.9125,91.25
Riker Lynch,Allison Holker,20,2,2nd Place,9,40.0,4,40,1.0,100.0
Rumer Willis,Valentin Chmerkovskiy,20,1,1st Place,9,39.0,4,40,0.975,97.5
Nastia Liukin,Derek Hough,20,4,Eliminated Week 9,9,40.0,4,40,1.0,100.0
Noah Galloway,Sharna Burgess,20,3,3rd Place,9,38.0,4,40,0.95,95.0
Alexa PenaVega,Mark Ballas,21,6,Eliminated Week 9,9,30.0,3,30,1.0,100.0
Carlos PenaVega,Witney Carson,21,4,Eliminated Week 11,9,27.0,3,30,0.9,90.0
Alek Skarlatos,Lindsay Arnold,21,3,3rd Place,9,25.5,3,30,0.85,85.0
Tamar Braxton,Valentin Chmerkovskiy,21,5,Withdrew,9,24.5,3,30,0.8167,81.67
Nick Carter,Sharna Burgess,21,2,2nd Place,9,27.5,3,30,0.9167,91.67
Bindi Irwin,Derek Hough,21,1,1st Place,9,30.0,3,30,1.0,100.0
Antonio Brown,Sharna Burgess,22,5,Eliminated Week 9,9,27.5,3,30,0.9167,91.67
Paige VanZant,Mark Ballas,22,2,2nd Place,9,29.5,3,30,0.9833,98.33
Nyle DiMarco,Peta Murgatroyd,22,1,1st Place,9,28.5,3,30,0.95,95.0
Ginger Zee,Valentin Chmerkovskiy,22,3,3rd Place,9,28.0,3,30,0.9333,93.33
Wanya Morris,Lindsay Arnold,22,4,Eliminated Week 9,9,30.0,3,30,1.0,100.0
Marilu Henner,Derek Hough,23,6,Eliminated Week 9,9,36.0,4,40,0.9,90.0
Calvin Johnson Jr.,Lindsay Arnold,23,3,3rd Place,9,37.0,4,40,0.925,92.5
Laurie Hernandez,Valentin Chmerkovskiy,23,1,1st Place,9,40.0,4,40,1.0,100.0
James Hinchcliffe,Sharna Burgess,23,2,2nd Place,9,36.0,4,40,0.9,90.0
Jana Kramer,Gleb Savchenko,23,4,Eliminated Week 11,9,40.0,4,40,1.0,100.0
Terra Jole,Sasha Farber,23,5,Eliminated Week 10,9,38.0,4,40,0.95,95.0
Simone Biles,Sasha Farber,24,4,Eliminated Week 9,9,40.0,4,40,1.0,100.0
David Ross,Lindsay Arnold,24,2,2nd Place,9,35.0,4,40,0.875,87.5
Rashad Jennings,Emma Slater,24,1,1st Place,9,38.5,4,40,0.9625,96.25
Normani,Valentin Chmerkovskiy,24,3,3rd Place,9,38.0,4,40,0.95,95.0
Frankie Muniz,Witney Carson,25,3,3rd Place,9,25.5,3,30,0.85,85.0
Jordan Fisher,Lindsay Arnold,25,1,1st Place,9,29.0,3,30,0.9667,96.67
Victoria Arlen,Valentin Chmerkovskiy,25,5,Eliminated Week 9,9,28.0,3,30,0.9333,93.33
Lindsey Stirling,Mark Ballas,25,2,2nd Place,9,28.5,3,30,0.95,95.0
Drew Scott,Emma Slater,25,4,Eliminated Week 10,9,24.0,3,30,0.8,80.0
Evanna Lynch,Keo Motsepe,27,3,3rd Place,9,30.0,3,30,1.0,100.0
Milo Manheim,Witney Carson,27,2,2nd Place,9,30.0,3,30,1.0,100.0
Bobby Bones,Sharna Burgess,27,1,1st Place,9,27.0,3,30,0.9,90.0
Alexis Ren,Alan Bersten,27,4,4th Place,9,28.5,3,30,0.95,95.0
James Van Der Beek,Emma Slater,28,5,Eliminated Week 10,9,36.0,4,40,0.9,90.0
Kel Mitchell,Witney Carson,28,2,2nd Place,9,37.0,4,40,0.925,92.5
Sean Spicer,Lindsay Arnold,28,6,Eliminated Week 9,9,25.0,4,40,0.625,62.5
Lauren Alaina,Gleb Savchenko,28,4,4th Place,9,35.0,4,40,0.875,87.5
Ally Brooke,Sasha Farber,28,3,3rd Place,9,40.0,4,40,1.0,100.0
Hannah Brown,Alan Bersten,28,1,1st Place,9,35.5,4,40,0.8875,88.75
Skai Jackson,Alan Bersten,29,5,Eliminated Week 10,9,28.9998,3,30,0.9667,96.67
Justina Machado,Sasha Farber,29,4,4th Place,9,25.9998,3,30,0.8667,86.67
Johnny Weir,Britt Stewart,29,6,Eliminated Week 10,9,30.0,3,30,1.0,100.0
Nev Schulman,Jenna Johnson,29,2,2nd Place,9,28.9998,3,30,0.9667,96.67
AJ McLean,Cheryl Burke,29,7,Eliminated Week 9,9,24.9998,3,30,0.8333,83.33
Nelly,Daniella Karagach,29,3,3rd Place,9,24.0,3,30,0.8,80.0
Kaitlyn Bristowe,Artem Chigvintsev,29,1,1st Place,9,30.0,3,30,1.0,100.0
Melora Hardin,Artem Chigvintsev,30,6,Eliminated Week 9,9,36.0,4,40,0.9,90.0
Suni Lee,Sasha Farber,30,5,Eliminated Week 9,9,37.5,4,40,0.9375,93.75
Iman Shumpert,Daniella Karagach,30,1,1st Place,9,37.5,4,40,0.9375,93.75
Cody Rigsby,Cheryl Burke,30,3,3rd Place,9,35.5,4,40,0.8875,88.75
JoJo Siwa,Jenna Johnson,30,2,2nd Place,9,40.0,4,40,1.0,100.0
Amanda Kloots,Alan Bersten,30,4,4th Place,9,39.5,4,40,0.9875,98.75
Trevor Donovan,Emma Slater,31,6,Eliminated Week 9,9,32.5,4,40,0.8125,81.25
Daniel Durant,Britt Stewart,31,5,Eliminated Week 9,9,34.5,4,40,0.8625,86.25
Wayne Brady,Witney Carson,31,3,3rd Place,9,36.5,4,40,0.9125,91.25
Charli D'Amelio,Mark Ballas,31,1,1st Place,9,40.0,4,40,1.0,100.0
Shangela,Gleb Savchenko,31,4,4th Place,9,36.5,4,40,0.9125,91.25
Gabby Windey,Valentin Chmerkovskiy,31,2,2nd Place,9,40.0,4,40,1.0,100.0
Alyson Hannigan,Sasha Farber,32,5,5th Place,9,32.0,4,40,0.8,80.0
Xochitl Gomez,Valentin Chmerkovskiy,32,1,1st Place,9,41.0,4,40,1.025,102.5
Jason Mraz,Daniella Karagach,32,2,2nd Place,9,43.0,4,40,1.075,107.5
Harry Jowsey,Rylee Arnold,32,6,Eliminated Week 9,9,30.0,4,40,0.75,75.0
Charity Lawson,Artem Chigvintsev,32,4,4th Place,9,38.0,4,40,0.95,95.0
Ariana Madix,Pasha Pashkov,32,3,3rd Place,9,37.0,4,40,0.925,92.5
Chandler Kinney,Brandon Armstrong,33,3,3rd Place,9,30.0,3,30,1.0,100.0
Danny Amendola,Witney Carson,33,5,5th Place,9,28.0,3,30,0.9333,93.33
Stephen Nedoroscik,Rylee Arnold,33,4,4th Place,9,29.5,3,30,0.9833,98.33
Ilona Maher,Alan Bersten,33,2,2nd Place,9,28.5,3,30,0.95,95.0
Joey Graziadei,Jenna Johnson,33,1,1st Place,9,29.5,3,30,0.9833,98.33
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),34,5,5th Place,9,36.0,4,40,0.9,90.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),34,3,3rd Place,9,39.0,4,40,0.975,97.5
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),34,7,Eliminated Week 9,9,29.0,4,40,0.725,72.5
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),34,1,1st Place,9,42.0,4,40,1.05,105.0
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),34,2,2nd Place,9,40.0,4,40,1.0,100.0
Whitney Leavitt,Mark Ballas,34,6,Eliminated Week 10,9,42.0,4,40,1.05,105.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),34,4,4th Place,9,42.0,4,40,1.05,105.0
Mario Lopez,Karina Smirnoff,3,2,2nd Place,10,29.666600000000003,3,30,0.9889,98.89
Emmitt Smith,Cheryl Burke,3,1,1st Place,10,29.666600000000003,3,30,0.9889,98.89
Laila Ali,Maksim Chmerkoskiy,4,3,3rd Place,10,28.333200000000005,3,30,0.9444,94.44
Apolo Anton Ohno,Julianne Hough,4,1,1st Place,10,29.3332,3,30,0.9778,97.78
Joey Fatone,Kym Johnson,4,2,2nd Place,10,28.6665,3,30,0.9556,95.56
Helio Castroneves,Julianne Hough,5,1,1st Place,10,27.999900000000004,3,30,0.9333,93.33
Mel B,Maksim Chmerkoskiy,5,2,2nd Place,10,28.333199999999998,3,30,0.9444,94.44
Marie Osmond,Jonathan Roberts,5,3,3rd Place,10,23.0,3,30,0.7667,76.67
Cristian de la Fuente,Cheryl Burke,6,3,3rd Place,10,26.0,3,30,0.8667,86.67
